from_vtd10,district,weight
120090250,8,1.0000000000
120090251,8,1.0000000000
120090252,8,1.0000000000
120090253,8,1.0000000000
120090254,8,1.0000000000
120090255,8,1.0000000000
120090256,8,1.0000000000
120090257,8,1.0000000000
120090258,8,1.0000000000
120090259,8,1.0000000000
120090260,8,1.0000000000
120090261,8,1.0000000000
120090262,8,1.0000000000
120090263,8,1.0000000000
120090264,8,1.0000000000
120090265,8,1.0000000000
120090266,8,1.0000000000
120090267,8,1.0000000000
120090268,8,1.0000000000
120090269,8,1.0000000000
120090270,8,1.0000000000
120090271,8,1.0000000000
120090272,8,1.0000000000
120090273,8,1.0000000000
120090274,8,1.0000000000
120090275,8,1.0000000000
120090276,8,1.0000000000
120090277,8,1.0000000000
120090278,8,1.0000000000
120090279,8,1.0000000000
120090280,8,1.0000000000
120090281,8,1.0000000000
120090282,8,1.0000000000
120090283,8,1.0000000000
120090284,8,1.0000000000
120090285,8,1.0000000000
120090286,8,1.0000000000
120090287,8,1.0000000000
120090288,8,1.0000000000
120090289,8,1.0000000000
120090290,8,1.0000000000
120090291,8,1.0000000000
120090292,8,1.0000000000
120090293,8,1.0000000000
120090294,8,1.0000000000
120090295,8,1.0000000000
120090296,8,1.0000000000
120090297,8,1.0000000000
120090298,8,1.0000000000
120090299,8,1.0000000000
120090300,8,1.0000000000
120090301,8,1.0000000000
120090302,8,1.0000000000
120090303,8,1.0000000000
120090304,8,1.0000000000
120090305,8,1.0000000000
120090306,8,1.0000000000
120090307,8,1.0000000000
120090308,8,1.0000000000
120090309,8,1.0000000000
120090310,8,1.0000000000
120090311,8,1.0000000000
120090312,8,1.0000000000
120090313,8,1.0000000000
120090314,8,1.0000000000
120090315,8,1.0000000000
120090316,8,1.0000000000
120090317,8,1.0000000000
120090318,8,1.0000000000
120090319,8,1.0000000000
120090320,8,1.0000000000
120090321,8,1.0000000000
120090322,8,1.0000000000
120090323,8,1.0000000000
120090324,8,1.0000000000
120090325,8,1.0000000000
120090326,8,1.0000000000
120090327,8,1.0000000000
120090328,8,1.0000000000
120090329,8,1.0000000000
120090330,8,1.0000000000
120090331,8,1.0000000000
120090332,8,1.0000000000
120090333,8,1.0000000000
120090334,8,1.0000000000
120090335,8,1.0000000000
120090336,8,1.0000000000
120090337,8,1.0000000000
120090338,8,1.0000000000
120090339,8,1.0000000000
120090340,8,1.0000000000
120090342,8,1.0000000000
120090343,8,1.0000000000
120090344,8,1.0000000000
120090345,8,1.0000000000
120110001,23,1.0000000000
120110002,23,1.0000000000
120110003,23,1.0000000000
120110004,23,1.0000000000
120110005,20,0.0204081633
120110005,23,0.9795918367
120110006,23,1.0000000000
120110007,20,0.9677419355
120110007,23,0.0322580645
120110008,23,1.0000000000
120110009,23,1.0000000000
120110010,20,0.8720056554
120110010,23,0.1279943446
120110011,23,1.0000000000
120110012,23,1.0000000000
120110013,23,1.0000000000
120110014,23,1.0000000000
120110015,20,0.9038461538
120110015,23,0.0961538462
120110016,23,1.0000000000
120110017,23,1.0000000000
120110018,23,1.0000000000
120110019,23,1.0000000000
120110020,23,1.0000000000
120110021,23,1.0000000000
120110022,23,1.0000000000
120110023,20,1.0000000000
120110024,23,1.0000000000
120110025,23,1.0000000000
120110026,23,1.0000000000
120110027,20,0.3333333333
120110027,23,0.6666666667
120110028,23,1.0000000000
120110029,20,0.2500000000
120110029,23,0.7500000000
120110030,20,0.0789473684
120110030,23,0.9210526316
120110031,20,1.0000000000
120110032,20,1.0000000000
120110033,23,1.0000000000
120110034,23,1.0000000000
120110035,20,0.5333333333
120110035,23,0.4666666667
120110036,23,1.0000000000
120110037,20,1.0000000000
120110038,20,1.0000000000
120110039,20,1.0000000000
120110040,20,1.0000000000
120110041,23,1.0000000000
120110042,23,1.0000000000
120110043,23,1.0000000000
120110044,25,1.0000000000
120110045,25,1.0000000000
120110046,23,1.0000000000
120110047,23,1.0000000000
120110048,23,1.0000000000
120110049,23,1.0000000000
120110050,23,1.0000000000
120110051,23,1.0000000000
120110052,23,1.0000000000
120110053,23,1.0000000000
120110054,23,1.0000000000
120110055,23,1.0000000000
120110056,23,1.0000000000
120110057,23,1.0000000000
120110058,20,1.0000000000
120110059,20,1.0000000000
120110060,23,1.0000000000
120110061,23,1.0000000000
120110062,20,0.7727272727
120110062,23,0.2272727273
120110063,23,1.0000000000
120110064,23,1.0000000000
120110065,23,1.0000000000
120110066,23,1.0000000000
120110067,23,1.0000000000
120110068,23,1.0000000000
120110069,20,1.0000000000
120110070,20,1.0000000000
120110071,23,1.0000000000
120110072,23,1.0000000000
120110073,23,1.0000000000
120110074,23,1.0000000000
120110075,23,1.0000000000
120110076,23,1.0000000000
120110077,23,1.0000000000
120110078,23,1.0000000000
120110079,20,1.0000000000
120110080,23,1.0000000000
120110081,20,1.0000000000
120110082,20,1.0000000000
120110083,20,1.0000000000
120110084,20,1.0000000000
120110085,20,1.0000000000
120110086,23,1.0000000000
120110087,20,1.0000000000
120110088,23,1.0000000000
120110089,20,1.0000000000
120110090,20,1.0000000000
120110092,23,1.0000000000
120110093,23,1.0000000000
120110094,23,1.0000000000
120110095,20,1.0000000000
120110096,20,1.0000000000
120110097,20,1.0000000000
120110098,20,1.0000000000
120110099,20,1.0000000000
120110100,20,1.0000000000
120110101,23,1.0000000000
120110102,20,1.0000000000
120110103,23,1.0000000000
120110104,20,0.0212765957
120110104,23,0.9787234043
120110105,20,1.0000000000
120110106,20,0.0454545455
120110106,23,0.9545454545
120110107,23,1.0000000000
120110108,20,0.0135135135
120110108,23,0.9864864865
120110109,20,1.0000000000
120110110,20,1.0000000000
120110111,20,1.0000000000
120110112,23,1.0000000000
120110113,23,1.0000000000
120110114,23,1.0000000000
120110115,23,1.0000000000
120110116,23,1.0000000000
120110117,20,1.0000000000
120110118,20,1.0000000000
120110119,23,1.0000000000
120110120,23,1.0000000000
120110121,20,1.0000000000
120110122,23,1.0000000000
120110123,20,1.0000000000
120110124,20,1.0000000000
120110125,20,1.0000000000
120110126,23,1.0000000000
120110127,23,1.0000000000
120110128,20,1.0000000000
120110129,20,1.0000000000
120110131,23,1.0000000000
120110132,23,1.0000000000
120110133,23,1.0000000000
120110134,20,0.0166666667
120110134,23,0.9833333333
120110135,23,1.0000000000
120110136,23,1.0000000000
120110137,20,1.0000000000
120110138,23,1.0000000000
120110139,23,1.0000000000
120110140,23,1.0000000000
120110141,23,1.0000000000
120110142,23,1.0000000000
120110143,23,1.0000000000
120110144,23,1.0000000000
120110145,23,1.0000000000
120110146,20,0.0833333333
120110146,23,0.9166666667
120110147,20,0.0789473684
120110147,23,0.9210526316
120110148,23,1.0000000000
120110149,23,1.0000000000
120110150,23,1.0000000000
120110151,23,1.0000000000
120110152,23,1.0000000000
120110153,23,1.0000000000
120110154,23,1.0000000000
120110155,23,1.0000000000
120110156,23,1.0000000000
120110157,23,1.0000000000
120110158,23,1.0000000000
120110159,23,1.0000000000
120110160,23,1.0000000000
120110161,23,1.0000000000
120110163,23,1.0000000000
120110164,23,1.0000000000
120110165,23,1.0000000000
120110166,23,1.0000000000
120110167,23,1.0000000000
120110168,23,1.0000000000
120110169,23,1.0000000000
120110170,23,1.0000000000
120110171,23,1.0000000000
120110172,20,0.1706262830
120110172,23,0.8293737170
120110173,23,1.0000000000
120110174,23,1.0000000000
120110175,23,1.0000000000
120110176,23,1.0000000000
120110177,23,1.0000000000
120110178,23,1.0000000000
120110179,23,1.0000000000
120110180,20,0.0333333333
120110180,23,0.9666666667
120110181,23,1.0000000000
120110182,20,0.1714285714
120110182,23,0.8285714286
120110183,23,1.0000000000
120110184,23,1.0000000000
120110185,23,1.0000000000
120110186,23,1.0000000000
120110187,20,0.7957367046
120110187,25,0.2042632954
120110188,23,1.0000000000
120110189,20,0.0200000000
120110189,23,0.9800000000
120110190,23,1.0000000000
120110191,23,1.0000000000
120110192,23,1.0000000000
120110193,23,1.0000000000
120110194,23,1.0000000000
120110195,20,0.1052631579
120110195,23,0.8947368421
120110196,23,1.0000000000
120110197,23,1.0000000000
120110198,23,1.0000000000
120110199,23,1.0000000000
120110200,23,1.0000000000
120110201,23,1.0000000000
120110202,23,1.0000000000
120110203,23,1.0000000000
120110204,23,1.0000000000
120110205,23,1.0000000000
120110206,23,1.0000000000
120110207,23,1.0000000000
120110208,23,1.0000000000
120110209,23,1.0000000000
120110210,23,1.0000000000
120110211,23,1.0000000000
120110212,23,1.0000000000
120110213,23,1.0000000000
120110214,20,1.0000000000
120110215,23,1.0000000000
120110216,23,1.0000000000
120110217,20,0.9999129712
120110217,23,0.0000870288
120110218,20,1.0000000000
120110219,20,1.0000000000
120110220,23,1.0000000000
120110221,23,1.0000000000
120110222,23,1.0000000000
120110223,20,1.0000000000
120110224,23,1.0000000000
120110225,23,1.0000000000
120110226,20,1.0000000000
120110227,23,1.0000000000
120110228,20,1.0000000000
120110229,20,1.0000000000
120110230,20,1.0000000000
120110231,20,1.0000000000
120110232,20,1.0000000000
120110233,20,1.0000000000
120110234,20,1.0000000000
120110235,20,1.0000000000
120110236,20,1.0000000000
120110237,20,1.0000000000
120110238,20,1.0000000000
120110239,20,1.0000000000
120110240,20,1.0000000000
120110241,20,1.0000000000
120110242,20,1.0000000000
120110243,20,1.0000000000
120110244,20,1.0000000000
120110245,20,1.0000000000
120110246,20,1.0000000000
120110247,20,1.0000000000
120110248,20,1.0000000000
120110249,20,1.0000000000
120110250,20,1.0000000000
120110251,20,1.0000000000
120110252,20,1.0000000000
120110253,20,1.0000000000
120110254,20,1.0000000000
120110255,20,1.0000000000
120110256,20,1.0000000000
120110257,20,1.0000000000
120110258,20,1.0000000000
120110259,20,1.0000000000
120110260,20,1.0000000000
120110261,20,1.0000000000
120110262,20,1.0000000000
120110263,20,1.0000000000
120110264,20,1.0000000000
120110265,20,1.0000000000
120110266,20,1.0000000000
120110267,20,1.0000000000
120110268,20,1.0000000000
120110269,20,1.0000000000
120110270,20,1.0000000000
120110271,20,1.0000000000
120110272,20,1.0000000000
120110273,20,1.0000000000
120110274,20,1.0000000000
120110275,20,1.0000000000
120110276,20,1.0000000000
120110277,20,1.0000000000
120110278,20,1.0000000000
120110279,20,1.0000000000
120110280,20,1.0000000000
120110281,20,1.0000000000
120110282,20,1.0000000000
120110283,20,1.0000000000
120110284,20,1.0000000000
120110287,20,1.0000000000
120110288,20,1.0000000000
120110289,20,1.0000000000
120110290,20,1.0000000000
120110291,20,1.0000000000
120110292,20,1.0000000000
120110293,20,1.0000000000
120110294,20,1.0000000000
120110295,20,1.0000000000
120110296,20,1.0000000000
120110297,20,1.0000000000
120110298,20,1.0000000000
120110299,20,1.0000000000
120110300,20,1.0000000000
120110301,20,1.0000000000
120110302,20,1.0000000000
120110303,20,1.0000000000
120110304,20,1.0000000000
120110305,20,1.0000000000
120110306,20,1.0000000000
120110307,20,1.0000000000
120110308,20,1.0000000000
120110309,20,1.0000000000
120110310,20,1.0000000000
120110311,20,1.0000000000
120110312,20,1.0000000000
120110313,20,1.0000000000
120110314,20,1.0000000000
120110315,20,1.0000000000
120110316,20,1.0000000000
120110317,20,1.0000000000
120110318,20,1.0000000000
120110319,20,1.0000000000
120110320,20,1.0000000000
120110321,20,1.0000000000
120110322,20,1.0000000000
120110323,20,1.0000000000
120110324,20,1.0000000000
120110325,20,1.0000000000
120110326,20,1.0000000000
120110327,20,1.0000000000
120110328,20,1.0000000000
120110329,20,1.0000000000
120110330,20,1.0000000000
120110331,20,0.9962109757
120110331,25,0.0037890243
120110332,20,1.0000000000
120110333,20,1.0000000000
120110334,20,1.0000000000
120110335,20,1.0000000000
120110336,20,1.0000000000
120110337,20,1.0000000000
120110338,20,0.9995478165
120110338,25,0.0004521835
120110339,20,1.0000000000
120110340,20,1.0000000000
120110341,20,1.0000000000
120110342,20,1.0000000000
120110343,20,0.9882894704
120110343,25,0.0117105296
120110344,20,1.0000000000
120110345,20,1.0000000000
120110346,20,0.9921611020
120110346,25,0.0078388980
120110347,20,1.0000000000
120110348,20,0.9075030797
120110348,25,0.0924969203
120110349,20,1.0000000000
120110350,20,1.0000000000
120110351,20,1.0000000000
120110352,20,1.0000000000
120110353,20,1.0000000000
120110354,20,0.9947756497
120110354,25,0.0052243503
120110355,20,1.0000000000
120110356,20,1.0000000000
120110357,20,1.0000000000
120110358,20,1.0000000000
120110359,20,1.0000000000
120110360,20,1.0000000000
120110361,20,1.0000000000
120110362,20,0.0000265523
120110362,25,0.9999734477
120110363,20,1.0000000000
120110364,20,0.9230769231
120110364,25,0.0769230769
120110365,20,0.0227272727
120110365,25,0.9772727273
120110366,20,1.0000000000
120110367,20,1.0000000000
120110368,20,0.5483870968
120110368,25,0.4516129032
120110369,25,1.0000000000
120110370,25,1.0000000000
120110371,20,0.9962832783
120110371,25,0.0037167217
120110372,20,1.0000000000
120110373,20,1.0000000000
120110374,20,1.0000000000
120110375,20,0.0384615385
120110375,25,0.9615384615
120110376,25,1.0000000000
120110377,20,1.0000000000
120110378,20,0.2653131527
120110378,25,0.7346868473
120110379,20,1.0000000000
120110380,20,1.0000000000
120110381,20,0.9791666667
120110381,25,0.0208333333
120110382,25,1.0000000000
120110383,20,1.0000000000
120110384,25,1.0000000000
120110385,25,1.0000000000
120110386,20,1.0000000000
120110387,25,1.0000000000
120110388,20,0.4736842105
120110388,25,0.5263157895
120110389,20,1.0000000000
120110390,25,1.0000000000
120110391,20,1.0000000000
120110392,25,1.0000000000
120110393,25,1.0000000000
120110394,25,1.0000000000
120110395,25,1.0000000000
120110396,20,0.6666666667
120110396,25,0.3333333333
120110397,20,1.0000000000
120110398,25,1.0000000000
120110399,25,1.0000000000
120110400,23,1.0000000000
120110401,23,1.0000000000
120110402,23,1.0000000000
120110403,20,0.0434782609
120110403,23,0.9565217391
120110404,23,1.0000000000
120110405,23,1.0000000000
120110406,23,1.0000000000
120110407,23,1.0000000000
120110408,23,1.0000000000
120110409,23,1.0000000000
120110410,23,1.0000000000
120110411,23,1.0000000000
120110412,23,1.0000000000
120110413,23,1.0000000000
120110414,23,1.0000000000
120110415,23,1.0000000000
120110416,23,1.0000000000
120110417,23,1.0000000000
120110418,20,0.0561694724
120110418,23,0.9438305276
120110419,23,1.0000000000
120110420,23,1.0000000000
120110421,23,1.0000000000
120110422,24,1.0000000000
120110423,24,1.0000000000
120110424,24,1.0000000000
120110425,25,1.0000000000
120110426,25,1.0000000000
120110427,25,1.0000000000
120110428,25,1.0000000000
120110429,25,1.0000000000
120110430,25,1.0000000000
120110431,25,1.0000000000
120110432,25,1.0000000000
120110433,25,1.0000000000
120110434,20,0.2062598832
120110434,25,0.7937401168
120110435,25,1.0000000000
120110436,25,1.0000000000
120110437,25,1.0000000000
120110438,25,1.0000000000
120110439,25,1.0000000000
120110440,25,1.0000000000
120110441,25,1.0000000000
120110442,25,1.0000000000
120110443,25,1.0000000000
120110444,24,1.0000000000
120110445,24,1.0000000000
120110446,24,1.0000000000
120110447,24,1.0000000000
120110448,24,1.0000000000
120110449,25,1.0000000000
120110450,25,1.0000000000
120110451,25,1.0000000000
120110452,25,1.0000000000
120110453,20,0.1516069912
120110453,25,0.8483930088
120110454,25,1.0000000000
120110455,25,1.0000000000
120110456,25,1.0000000000
120110457,25,1.0000000000
120110458,23,1.0000000000
120110459,23,1.0000000000
120110460,20,1.0000000000
120110461,20,1.0000000000
120110462,23,1.0000000000
120110463,23,1.0000000000
120110464,23,1.0000000000
120110465,23,1.0000000000
120110466,23,1.0000000000
120110467,23,1.0000000000
120110468,23,1.0000000000
120110469,23,1.0000000000
120110470,23,1.0000000000
120110471,23,1.0000000000
120110472,23,1.0000000000
120110473,20,1.0000000000
120110474,20,0.9032258065
120110474,23,0.0967741935
120110475,23,1.0000000000
120110476,23,1.0000000000
120110477,23,1.0000000000
120110478,23,1.0000000000
120110479,23,0.2500000000
120110479,25,0.7500000000
120110480,23,1.0000000000
120110481,23,1.0000000000
120110482,23,1.0000000000
120110483,23,1.0000000000
120110484,23,1.0000000000
120110485,23,1.0000000000
120110486,23,1.0000000000
120110487,23,1.0000000000
120110488,23,1.0000000000
120110489,23,1.0000000000
120110490,23,1.0000000000
120110491,23,1.0000000000
120110492,20,1.0000000000
120110493,20,1.0000000000
120110494,20,1.0000000000
120110495,20,0.9714285714
120110495,23,0.0285714286
120110496,20,1.0000000000
120110497,20,0.6060606061
120110497,23,0.3939393939
120110498,20,1.0000000000
120110499,20,1.0000000000
120110500,20,1.0000000000
120110501,23,1.0000000000
120110502,23,1.0000000000
120110503,23,1.0000000000
120110504,20,0.6642335766
120110504,23,0.3357664234
120110505,23,1.0000000000
120110506,23,1.0000000000
120110507,23,1.0000000000
120110508,23,1.0000000000
120110509,23,1.0000000000
120110510,23,1.0000000000
120110511,23,0.9990226848
120110511,25,0.0009773152
120110512,23,1.0000000000
120110513,23,0.8071356162
120110513,25,0.1928643838
120110514,23,1.0000000000
120110515,23,1.0000000000
120110516,23,1.0000000000
120110517,23,0.0784476982
120110517,25,0.9215523018
120110518,23,1.0000000000
120110519,23,1.0000000000
120110520,23,1.0000000000
120110521,23,0.5789473684
120110521,25,0.4210526316
120110522,23,1.0000000000
120110523,25,1.0000000000
120110524,25,1.0000000000
120110525,25,1.0000000000
120110526,20,0.0172413793
120110526,25,0.9827586207
